username,bio,followers,following,posts,account_age_days,has_profile_pic,verified,digits_in_username,username_len,numeric_ratio,special_chars,bio_len,contains_link,contains_offer,contains_money,label
anand.chauhan,Student | CSE | Learning every day Always learning,47,124,223,2143,0,0,0,13,0.0,1,50,0,0,1,0
amitagarwal,Design enthusiast. Likes cats and coffee.,15,187,24,47,1,0,0,11,0.0,0,41,0,0,0,0
shoptech10,Buy followers cheap. Get verified now! #offer,88,219,6,1,0,0,2,10,0.2,0,45,0,1,0,1
eewzeoi8759,Work from home earn $$$ daily,16,1213,27,1,1,0,4,11,0.36363636363636365,0,29,0,0,1,1
sarapatel,Helping startups grow. Ex-Product Manager.,19,250,112,963,1,0,0,9,0.0,0,42,0,0,0,0
isha.gupta,Foodie. Runner. Occasional poet. Based in India,256,138,100,1707,1,0,0,10,0.0,1,47,0,0,0,0
tusharpatel,I love programming and hiking. Loves music,182,46,211,1652,1,0,0,11,0.0,0,42,0,0,0,0
ishakumar,Foodie. Runner. Occasional poet.,90,229,423,1151,1,0,0,9,0.0,0,32,0,0,0,0
mohit_kaushal,Student | CSE | Learning every day,326,410,263,2161,1,0,0,13,0.0,1,34,0,0,1,0
neha_sharma,Teaching coding to kids.,50,153,39,30,1,0,0,11,0.0,1,24,0,0,0,0
ishasharma,Helping startups grow. Ex-Product Manager.,408,150,79,985,1,0,0,10,0.0,0,42,0,0,0,0
_mu9am6iw,DM for offers. Limited time. Visit my site http://bit.ly/offer,178,77,2,206,1,0,2,9,0.2222222222222222,1,62,1,1,0,1
samnews229,"Get likes instantly, guaranteed results https://tiny.one/deal",5,425,30,150,1,0,3,10,0.3,0,61,1,0,0,1
amit_kumar,Teaching coding to kids.,170,32,94,1162,1,0,0,10,0.0,1,24,0,0,0,0
mohit_yadav,Student | CSE | Learning every day,340,357,92,30,1,0,0,11,0.0,1,34,0,0,1,0
amit.mehta,Design enthusiast. Likes cats and coffee.,311,853,7,1696,1,0,0,10,0.0,1,41,0,0,0,0
ravikumar,Design enthusiast. Likes cats and coffee.,652,165,43,1182,1,0,0,9,0.0,0,41,0,0,0,0
rahul.kaushal,Helping startups grow. Ex-Product Manager.,120,40,42,1689,1,0,0,13,0.0,1,42,0,0,0,0
zwhtefugqua4104,Click link to win free iPhone!!! http://bit.ly/offer,89,476,48,1,0,0,4,15,0.26666666666666666,0,52,1,1,0,1
mioshvpg2233,"Best crypto signals, 100% profit #free",0,354,127,5,1,0,4,12,0.3333333333333333,0,38,0,1,1,1
news77911,Click link to win free iPhone!!!,59,184,41,1,1,0,5,9,0.5555555555555556,0,32,0,1,0,1
usmfprle7564,Work from home earn $$$ daily http://bit.ly/offer #free,8,128,12,373,1,0,4,12,0.3333333333333333,0,55,1,1,1,1
john3407,"Best crypto signals, 100% profit http://bit.ly/offer",27,170,3,1,0,0,4,8,0.5,0,52,1,1,1,1
neha.kaushal,Design enthusiast. Likes cats and coffee.,84,49,22,1986,1,0,0,12,0.0,1,41,0,0,0,0
priyaverma,Foodie. Runner. Occasional poet.,240,185,183,265,1,0,0,10,0.0,0,32,0,0,0,0
life75470,"Best crypto signals, 100% profit https://tiny.one/deal #free",20,572,8,404,1,0,5,9,0.5555555555555556,0,60,1,1,1,1
ldtwqm4921,Official reseller contact now,11,234,6,1,0,0,4,10,0.4,0,29,0,0,0,1
ooqxumavagf2603,Click link to win free iPhone!!!,3,671,4,251,1,0,4,15,0.26666666666666666,0,32,0,1,0,1
manishsharma,Student | CSE | Learning every day Always learning,149,13,38,1673,1,0,0,12,0.0,0,50,0,0,1,0
anand.mehta,Photographer. Traveler. Mom of two.,69,81,21,1655,1,0,0,11,0.0,1,35,0,0,0,0
xxo4x8,"Get likes instantly, guaranteed results #giveaway",3,2425,21,566,1,0,2,6,0.3333333333333333,0,49,0,1,0,1
anandkaushal,Foodie. Runner. Occasional poet.,549,328,2,1397,1,0,0,12,0.0,0,32,0,0,0,0
tushar.kaushal,Design enthusiast. Likes cats and coffee.,62,212,70,877,1,0,0,14,0.0,1,41,0,0,0,0
szgrbmtivupw1076,Buy followers cheap. Get verified now!,228,85,14,346,1,0,4,16,0.25,0,38,0,1,0,1
annaalex818,"Best crypto signals, 100% profit contact now #free",78,283,12,88,0,0,3,11,0.2727272727272727,0,50,0,1,1,1
neha.mehta,Engineer. Coffee lover. Building stuff.,277,11,276,1400,1,0,0,10,0.0,1,39,0,0,0,0
amit_verma,Helping startups grow. Ex-Product Manager.,313,103,2,1057,1,0,0,10,0.0,1,42,0,0,0,0
anna81301,"Best crypto signals, 100% profit contact now",0,478,4,110,0,0,5,9,0.5555555555555556,0,44,0,0,1,1
priyakumar,Teaching coding to kids.,63,211,8,522,1,0,0,10,0.0,0,24,0,0,0,0
isha_agarwal,Software dev. Open to collaborations.,260,216,191,839,1,0,0,12,0.0,1,37,0,0,0,0
_lp2s07jo,Work from home earn $$$ daily #promo,14,46,1,288,1,0,3,9,0.3333333333333333,1,36,0,0,1,1
amitkumar,Engineer. Coffee lover. Building stuff. Based in India,73,59,15,1116,1,1,0,9,0.0,0,54,0,0,0,0
officialbot81,Buy followers cheap. Get verified now! http://bit.ly/offer,46,569,20,87,0,0,2,13,0.15384615384615385,0,58,1,1,0,1
mohitsingh,Student | CSE | Learning every day,43,68,162,2111,1,0,0,10,0.0,0,34,0,0,1,0
mohit_singh,Engineer. Coffee lover. Building stuff.,284,151,172,1889,1,0,0,11,0.0,1,39,0,0,0,0
officialjohn759,Work from home earn $$$ daily https://tiny.one/deal,44,753,5,193,0,0,3,15,0.2,0,51,1,0,1,1
nehamehta,Engineer. Coffee lover. Building stuff. Based in India,340,464,73,1779,1,0,0,9,0.0,0,54,0,0,0,0
manishsharma,Engineer. Coffee lover. Building stuff. Loves music,18,174,20,1919,1,0,0,12,0.0,0,51,0,0,0,0
ravi.kumar,Photographer. Traveler. Mom of two.,1026,333,17,1393,0,0,0,10,0.0,1,35,0,0,0,0
rahul.chauhan,Student | CSE | Learning every day,126,7,117,425,1,0,0,13,0.0,1,34,0,0,1,0
nehayadav,Helping startups grow. Ex-Product Manager.,147,21,242,1331,1,0,0,9,0.0,0,42,0,0,0,0
xvj2vdy6beg,"Best crypto signals, 100% profit #giveaway",86,121,6,179,1,0,2,11,0.18181818181818182,0,42,0,1,1,1
ravi_gupta,Teaching coding to kids.,70,289,443,1702,1,0,0,10,0.0,1,24,0,0,0,0
_xmzkg8jwn,"Get likes instantly, guaranteed results https://tiny.one/deal",50,245,11,207,0,0,1,10,0.1,1,61,1,0,0,1
ananddas,Foodie. Runner. Occasional poet. Based in India,23,6,178,2597,1,1,0,8,0.0,0,47,0,0,0,0
x9hlu2zlgl,Click link to win free iPhone!!!,40,162,12,1,0,0,2,10,0.2,0,32,0,1,0,1
ishagupta,Teaching coding to kids.,190,98,257,2956,1,0,0,9,0.0,0,24,0,0,0,0
store1682,Work from home earn $$$ daily http://bit.ly/offer #offer,112,1005,44,1,0,0,4,9,0.4444444444444444,0,56,1,1,1,1
x0bj98uud7,Buy followers cheap. Get verified now! https://tiny.one/deal,15,17,6,241,1,0,4,10,0.4,0,60,1,1,0,1
fenmjkmzdfx6792,Buy followers cheap. Get verified now! contact now,52,42,2,23,0,0,4,15,0.26666666666666666,0,50,0,1,0,1
amitverma,Student | CSE | Learning every day,50,199,199,694,1,0,0,9,0.0,0,34,0,0,1,0
raviverma,Engineer. Coffee lover. Building stuff.,82,88,369,406,1,0,0,9,0.0,0,39,0,0,0,0
official52612,Buy followers cheap. Get verified now! http://bit.ly/offer,42,670,13,632,0,0,5,13,0.38461538461538464,0,58,1,1,0,1
nehakaushal,Design enthusiast. Likes cats and coffee. Based in India,72,255,249,1446,1,0,0,11,0.0,0,56,0,0,0,0
raviverma,Helping startups grow. Ex-Product Manager.,159,274,77,2090,1,0,0,9,0.0,0,42,0,0,0,0
anandgupta,Teaching coding to kids.,1445,84,79,1801,1,0,0,10,0.0,0,24,0,0,0,0
ravi.kumar,Photographer. Traveler. Mom of two.,54,45,177,1047,1,0,0,10,0.0,1,35,0,0,0,0
priya_kaushal,Photographer. Traveler. Mom of two.,59,67,91,1801,1,0,0,13,0.0,1,35,0,0,0,0
ravi_yadav,I love programming and hiking.,103,53,199,1214,1,0,0,10,0.0,1,30,0,0,0,0
nehaagarwal,Student | CSE | Learning every day,473,61,138,1020,1,0,0,11,0.0,0,34,0,0,1,0
mohit.das,Engineer. Coffee lover. Building stuff. Always learning,331,212,88,2001,1,0,0,9,0.0,1,55,0,0,1,0
tushar.mehta,Software dev. Open to collaborations.,426,77,16,834,1,0,0,12,0.0,1,37,0,0,0,0
arpitayadav,Foodie. Runner. Occasional poet.,22,19,131,1081,1,0,0,11,0.0,0,32,0,0,0,0
tech67492,DM for offers. Limited time. Visit my site visit my page,69,174,28,1,0,0,5,9,0.5555555555555556,0,56,0,1,0,1
anand.das,Teaching coding to kids.,410,56,195,717,1,0,0,9,0.0,1,24,0,0,0,0
store37548,Official reseller contact now,11,368,50,537,1,0,5,10,0.5,0,29,0,0,0,1
dotmj1ssqv,Work from home earn $$$ daily visit my page #giveaway,51,94,22,666,1,0,1,10,0.1,0,53,0,1,1,1
dezkzffvkyge6082,Work from home earn $$$ daily http://bit.ly/offer,66,361,33,1,0,0,4,16,0.25,0,49,1,1,1,1
_10idsffq0n,DM for offers. Limited time. Visit my site https://tiny.one/deal,64,477,3,89,0,0,3,11,0.2727272727272727,1,64,1,1,0,1
tusharkaushal,Software dev. Open to collaborations.,89,280,191,295,1,0,0,13,0.0,0,37,0,0,0,0
nehakumar,Design enthusiast. Likes cats and coffee. Based in India,45,419,29,1036,1,0,0,9,0.0,0,56,0,0,0,0
priyapatel,Software dev. Open to collaborations.,119,34,27,2330,1,0,0,10,0.0,0,37,0,0,0,0
mohit.kaushal,Software dev. Open to collaborations.,325,159,19,1893,1,0,0,13,0.0,1,37,0,0,0,0
tusharkaushal,Photographer. Traveler. Mom of two.,18,164,13,1998,1,0,0,13,0.0,0,35,0,0,0,0
xhi1ywt,"Best crypto signals, 100% profit visit my page",117,1188,23,178,0,0,1,7,0.14285714285714285,0,46,0,0,1,1
sarasharma,Engineer. Coffee lover. Building stuff. Open to connect,109,49,59,2187,1,0,0,10,0.0,0,55,0,0,0,0
ravi.chauhan,Student | CSE | Learning every day,297,37,44,30,1,0,0,12,0.0,1,34,0,0,1,0
ravi.chauhan,Helping startups grow. Ex-Product Manager.,266,513,206,1050,1,0,0,12,0.0,1,42,0,0,0,0
sara.singh,I love programming and hiking.,329,174,100,923,1,0,0,10,0.0,1,30,0,0,0,0
real27044,Official reseller contact now contact now #promo,69,96,9,36,0,0,5,9,0.5555555555555556,0,48,0,0,0,1
sdzfuapp9948,Work from home earn $$$ daily,1,73,3,147,0,0,4,12,0.3333333333333333,0,29,0,0,1,1
saepjp6891,Buy followers cheap. Get verified now!,90,233,41,1,0,0,4,10,0.4,0,38,0,1,0,1
sara.sharma,Foodie. Runner. Occasional poet.,71,78,24,213,1,0,0,11,0.0,1,32,0,0,0,0
shop84712,Work from home earn $$$ daily visit my page,47,717,15,656,0,0,5,9,0.5555555555555556,0,43,0,0,1,1
manishagarwal,Photographer. Traveler. Mom of two.,296,547,53,2288,1,0,0,13,0.0,0,35,0,0,0,0
tushar_patel,Photographer. Traveler. Mom of two.,283,39,70,495,1,0,0,12,0.0,1,35,0,0,0,0
xxphyovjmva,"Get likes instantly, guaranteed results visit my page",31,271,3,114,1,0,0,11,0.0,0,53,0,0,0,1
annasam481,Click link to win free iPhone!!! https://tiny.one/deal #free,32,569,45,123,0,0,3,10,0.3,0,60,1,1,0,1
umfrftetrls3045,DM for offers. Limited time. Visit my site #promo,7,144,15,90,1,0,4,15,0.26666666666666666,0,49,0,1,0,1
shop87504,Work from home earn $$$ daily http://bit.ly/offer,22,173,3,200,1,0,5,9,0.5555555555555556,0,49,1,1,1,1
dot8ap90ok11,"Get likes instantly, guaranteed results",78,1555,10,711,1,0,5,12,0.4166666666666667,0,39,0,0,0,1
amit.agarwal,Design enthusiast. Likes cats and coffee. Always learning,171,163,8,1022,1,0,0,12,0.0,1,57,0,0,1,0
tushar.agarwal,Student | CSE | Learning every day,357,10,254,774,1,0,0,14,0.0,1,34,0,0,1,0
ravisharma,Engineer. Coffee lover. Building stuff. Always learning,117,131,136,1726,1,0,0,10,0.0,0,55,0,0,1,0
officialstore811,DM for offers. Limited time. Visit my site,16,448,7,137,0,0,3,16,0.1875,0,42,0,1,0,1
tushardas,Helping startups grow. Ex-Product Manager. Loves music,976,111,107,1063,1,0,0,9,0.0,0,54,0,0,0,0
news25094,Work from home earn $$$ daily visit my page,7,400,3,293,0,0,5,9,0.5555555555555556,0,43,0,0,1,1
priya.verma,Teaching coding to kids. Based in India,65,289,3,1332,1,0,0,11,0.0,1,39,0,0,0,0
techanna515,Click link to win free iPhone!!! visit my page #free,23,58,8,1,1,0,3,11,0.2727272727272727,0,52,0,1,0,1
raviagarwal,Foodie. Runner. Occasional poet.,162,71,160,309,0,0,0,11,0.0,0,32,0,0,0,0
rahul.patel,I love programming and hiking.,753,102,32,1753,1,0,0,11,0.0,1,30,0,0,0,0
life46628,Work from home earn $$$ daily https://tiny.one/deal,42,303,3,1,1,0,5,9,0.5555555555555556,0,51,1,0,1,1
tushar.patel,Design enthusiast. Likes cats and coffee.,179,65,430,30,1,0,0,12,0.0,1,41,0,0,0,0
manish.kaushal,Foodie. Runner. Occasional poet. Based in India,158,418,112,1274,1,0,0,14,0.0,1,47,0,0,0,0
ravidas,Photographer. Traveler. Mom of two. Based in India,122,46,241,736,1,0,0,7,0.0,0,50,0,0,0,0
raviyadav,I love programming and hiking.,73,81,482,3006,1,0,0,9,0.0,0,30,0,0,0,0
ravi_agarwal,Design enthusiast. Likes cats and coffee. Open to connect,220,102,110,671,1,0,0,12,0.0,1,57,0,0,0,0
ishadas,Student | CSE | Learning every day,59,175,164,2122,1,0,0,7,0.0,0,34,0,0,1,0
john76834,Buy followers cheap. Get verified now!,62,1068,9,699,0,0,5,9,0.5555555555555556,0,38,0,1,0,1
sam24174,"Best crypto signals, 100% profit visit my page",54,395,4,1,1,0,5,8,0.625,0,46,0,0,1,1
amit.verma,Student | CSE | Learning every day,422,325,120,387,1,0,0,10,0.0,1,34,0,0,1,0
_5muy,Official reseller contact now #promo,4,207,7,90,0,0,1,5,0.2,1,36,0,0,0,1
dotrtxv,DM for offers. Limited time. Visit my site https://tiny.one/deal,153,765,21,1,0,0,0,7,0.0,0,64,1,1,0,1
priyadas,Helping startups grow. Ex-Product Manager. Loves music,1151,94,16,1254,1,0,0,8,0.0,0,54,0,0,0,0
neha_patel,Software dev. Open to collaborations. Based in India,204,414,327,2363,1,0,0,10,0.0,1,52,0,0,0,0
rahulkaushal,Software dev. Open to collaborations.,503,308,331,2704,1,0,0,12,0.0,0,37,0,0,0,0
amitverma,Teaching coding to kids. Loves music,241,686,833,30,1,0,0,9,0.0,0,36,0,0,0,0
sarayadav,Engineer. Coffee lover. Building stuff.,284,11,105,1196,1,0,0,9,0.0,0,39,0,0,0,0
amitsingh,Student | CSE | Learning every day Loves music,614,48,83,1112,1,0,0,9,0.0,0,46,0,0,1,0
priyasingh,Photographer. Traveler. Mom of two.,133,116,109,1737,1,0,0,10,0.0,0,35,0,0,0,0
manish_agarwal,Photographer. Traveler. Mom of two.,299,322,90,1313,1,0,0,14,0.0,1,35,0,0,0,0
manish_das,Photographer. Traveler. Mom of two. Based in India,123,214,189,2265,1,0,0,10,0.0,1,50,0,0,0,0
alex76382,Official reseller contact now http://bit.ly/offer,40,29,3,1,0,0,5,9,0.5555555555555556,0,49,1,1,0,1
rahul.sharma,Photographer. Traveler. Mom of two. Open to connect,335,3,211,410,1,0,0,12,0.0,1,51,0,0,0,0
tushar.verma,Design enthusiast. Likes cats and coffee.,92,74,112,1472,1,0,0,12,0.0,1,41,0,0,0,0
rahulgupta,Engineer. Coffee lover. Building stuff.,26,117,283,998,1,0,0,10,0.0,0,39,0,0,0,0
mohit.gupta,I love programming and hiking.,287,69,81,957,1,0,0,11,0.0,1,30,0,0,0,0
alexshop11,"Get likes instantly, guaranteed results",315,1,0,326,1,0,2,10,0.2,0,39,0,0,0,1
priya_kaushal,Teaching coding to kids. Always learning,520,44,9,863,1,0,0,13,0.0,1,40,0,0,1,0
raviverma,Engineer. Coffee lover. Building stuff.,393,195,40,30,1,0,0,9,0.0,0,39,0,0,0,0
qaqlwqxewrq4712,Work from home earn $$$ daily contact now,34,1303,33,4,0,0,4,15,0.26666666666666666,0,41,0,0,1,1
neha.kaushal,Design enthusiast. Likes cats and coffee.,10,36,195,1321,1,0,0,12,0.0,1,41,0,0,0,0
lifeguru384,"Get likes instantly, guaranteed results http://bit.ly/offer #promo",10,358,1,31,1,0,3,11,0.2727272727272727,0,66,1,1,0,1
isha.singh,Foodie. Runner. Occasional poet.,716,579,1,1692,1,0,0,10,0.0,1,32,0,0,0,0
pdvkoxzr7915,Official reseller contact now contact now,31,12,47,1,1,0,4,12,0.3333333333333333,0,41,0,0,0,1
anand.chauhan,Photographer. Traveler. Mom of two. Based in India,35,96,422,1227,1,0,0,13,0.0,1,50,0,0,0,0
guru19345,Buy followers cheap. Get verified now! https://tiny.one/deal,59,1011,9,179,1,0,5,9,0.5555555555555556,0,60,1,1,0,1
xs0sw,"Get likes instantly, guaranteed results http://bit.ly/offer",50,672,3,1,1,0,1,5,0.2,0,59,1,1,0,1
tushar_sharma,Helping startups grow. Ex-Product Manager.,958,203,281,30,1,0,0,13,0.0,1,42,0,0,0,0
neha.das,Design enthusiast. Likes cats and coffee.,1134,174,302,2074,1,0,0,8,0.0,1,41,0,0,0,0
manish.patel,Photographer. Traveler. Mom of two. Open to connect,919,225,119,763,1,0,0,12,0.0,1,51,0,0,0,0
john75855,Buy followers cheap. Get verified now!,14,181,8,1,1,0,5,9,0.5555555555555556,0,38,0,1,0,1
gurulife817,Click link to win free iPhone!!! http://bit.ly/offer,27,52,0,227,0,0,3,11,0.2727272727272727,0,52,1,1,0,1
priya.patel,Software dev. Open to collaborations.,176,201,263,2790,1,0,0,11,0.0,1,37,0,0,0,0
priyakumar,Photographer. Traveler. Mom of two. Loves music,167,204,460,994,1,0,0,10,0.0,0,47,0,0,0,0
qortccabr6272,DM for offers. Limited time. Visit my site #promo,51,97,16,453,1,0,4,13,0.3076923076923077,0,49,0,1,0,1
manishyadav,Helping startups grow. Ex-Product Manager.,1194,146,393,772,1,0,0,11,0.0,0,42,0,0,0,0
amitkumar,Design enthusiast. Likes cats and coffee.,265,64,4,1274,0,0,0,9,0.0,0,41,0,0,0,0
anand.chauhan,Design enthusiast. Likes cats and coffee. Open to connect,515,64,238,484,1,0,0,13,0.0,1,57,0,0,0,0
store69004,Official reseller contact now https://tiny.one/deal,182,224,18,1,1,0,5,10,0.5,0,51,1,0,0,1
rahul.sharma,I love programming and hiking.,282,164,369,458,1,0,0,12,0.0,1,30,0,0,0,0
storeshop484,Work from home earn $$$ daily contact now,99,99,15,603,0,0,3,12,0.25,0,41,0,0,1,1
anand.gupta,I love programming and hiking.,902,196,254,1990,1,0,0,11,0.0,1,30,0,0,0,0
amit.patel,Software dev. Open to collaborations.,867,63,27,1557,1,0,0,10,0.0,1,37,0,0,0,0
botbot726,DM for offers. Limited time. Visit my site http://bit.ly/offer,33,605,5,1,1,0,3,9,0.3333333333333333,0,62,1,1,0,1
arpita.singh,Design enthusiast. Likes cats and coffee. Loves music,132,37,16,876,1,0,0,12,0.0,1,53,0,0,0,0
realjohn605,"Best crypto signals, 100% profit",118,3026,3,53,1,0,3,11,0.2727272727272727,0,32,0,0,1,1
rahulgupta,Teaching coding to kids. Loves music,185,45,53,875,1,0,0,10,0.0,0,36,0,0,0,0
uyelpaab3375,"Best crypto signals, 100% profit #offer",11,744,24,1,0,0,4,12,0.3333333333333333,0,39,0,1,1,1
arpitadas,I love programming and hiking.,719,698,28,2454,1,0,0,9,0.0,0,30,0,0,0,0
mohit_mehta,Photographer. Traveler. Mom of two. Open to connect,75,149,14,2785,1,0,0,11,0.0,1,51,0,0,0,0
neha.verma,Design enthusiast. Likes cats and coffee.,221,80,117,30,1,0,0,10,0.0,1,41,0,0,0,0
ewioylh3387,Official reseller contact now visit my page,159,115,21,1,0,0,4,11,0.36363636363636365,0,43,0,0,0,1
priyapatel,Design enthusiast. Likes cats and coffee.,10,37,124,1299,1,0,0,10,0.0,0,41,0,0,0,0
anna52791,Work from home earn $$$ daily visit my page,60,113,22,226,1,0,5,9,0.5555555555555556,0,43,0,0,1,1
isha.das,I love programming and hiking.,159,212,796,254,1,0,0,8,0.0,1,30,0,0,0,0
ravi.verma,Software dev. Open to collaborations.,833,0,324,562,1,0,0,10,0.0,1,37,0,0,0,0
anandverma,Photographer. Traveler. Mom of two.,28,23,194,30,1,0,0,10,0.0,0,35,0,0,0,0
official94633,"Best crypto signals, 100% profit contact now",144,471,25,1,0,0,5,13,0.38461538461538464,0,44,0,0,1,1
dot8bjmigj6h,Buy followers cheap. Get verified now! visit my page,2,0,8,362,0,0,2,12,0.16666666666666666,0,52,0,1,0,1
botshop359,Click link to win free iPhone!!! visit my page #giveaway,13,32,3,135,0,0,3,10,0.3,0,56,0,1,0,1
anandverma,Engineer. Coffee lover. Building stuff.,269,156,15,294,1,0,0,10,0.0,0,39,0,0,0,0
rahul_chauhan,Foodie. Runner. Occasional poet.,115,10,75,1409,1,0,0,13,0.0,1,32,0,0,0,0
priyachauhan,Design enthusiast. Likes cats and coffee. Open to connect,354,151,85,142,1,0,0,12,0.0,0,57,0,0,0,0
neha.yadav,Foodie. Runner. Occasional poet.,146,368,37,1912,1,0,0,10,0.0,1,32,0,0,0,0
priyamehta,Software dev. Open to collaborations.,163,70,95,1847,1,0,0,10,0.0,0,37,0,0,0,0
rahulsingh,Student | CSE | Learning every day,29,9,17,1214,1,0,0,10,0.0,0,34,0,0,1,0
priyachauhan,Foodie. Runner. Occasional poet.,567,53,410,104,1,0,0,12,0.0,0,32,0,0,0,0
tusharchauhan,Student | CSE | Learning every day,929,638,272,697,1,0,0,13,0.0,0,34,0,0,1,0
real40373,"Get likes instantly, guaranteed results",42,408,37,39,1,0,5,9,0.5555555555555556,0,39,0,0,0,1
storetech160,"Best crypto signals, 100% profit http://bit.ly/offer #promo",275,354,8,975,1,0,3,12,0.25,0,59,1,1,1,1
rahul_mehta,Student | CSE | Learning every day,522,140,372,1583,1,0,0,11,0.0,1,34,0,0,1,0
tusharyadav,Foodie. Runner. Occasional poet.,296,366,24,1541,1,0,0,11,0.0,0,32,0,0,0,0
manish.chauhan,Engineer. Coffee lover. Building stuff.,55,42,391,1892,1,0,0,14,0.0,1,39,0,0,0,0
ejuolegjzcv5964,Buy followers cheap. Get verified now!,1,310,7,385,1,0,4,15,0.26666666666666666,0,38,0,1,0,1
anand.mehta,Student | CSE | Learning every day,134,111,601,1570,1,0,0,11,0.0,1,34,0,0,1,0
anandchauhan,Photographer. Traveler. Mom of two.,459,455,86,816,1,1,0,12,0.0,0,35,0,0,0,0
isha.verma,I love programming and hiking.,377,23,47,44,1,0,0,10,0.0,1,30,0,0,0,0
mohitkaushal,Teaching coding to kids. Based in India,14,113,263,2043,1,0,0,12,0.0,0,39,0,0,0,0
manishgupta,Software dev. Open to collaborations.,336,81,27,1955,1,0,0,11,0.0,0,37,0,0,0,0
sara.yadav,Teaching coding to kids.,260,132,195,30,1,0,0,10,0.0,1,24,0,0,0,0
amit.agarwal,Design enthusiast. Likes cats and coffee.,104,47,46,634,1,0,0,12,0.0,1,41,0,0,0,0
techlife271,Work from home earn $$$ daily,4,212,0,276,0,0,3,11,0.2727272727272727,0,29,0,0,1,1
nehagupta,Helping startups grow. Ex-Product Manager.,118,220,189,602,1,0,0,9,0.0,0,42,0,0,0,0
annastore507,DM for offers. Limited time. Visit my site #offer,43,1593,0,46,0,0,3,12,0.25,0,49,0,1,0,1
manish.yadav,Software dev. Open to collaborations.,118,37,137,1354,1,0,0,12,0.0,1,37,0,0,0,0
officialnews887,Click link to win free iPhone!!!,62,190,15,1,1,0,3,15,0.2,0,32,0,1,0,1
sjkesdk6222,Buy followers cheap. Get verified now!,96,738,1,621,0,0,4,11,0.36363636363636365,0,38,0,1,0,1
store29030,Work from home earn $$$ daily visit my page #giveaway,48,134,16,1,0,0,5,10,0.5,0,53,0,1,1,1
zgacuwknwlpf4773,Work from home earn $$$ daily contact now #promo,13,380,2,1,0,0,4,16,0.25,0,48,0,0,1,1
nehapatel,Teaching coding to kids. Always learning,239,0,58,512,1,0,0,9,0.0,0,40,0,0,1,0
guru99350,"Get likes instantly, guaranteed results http://bit.ly/offer #giveaway",4,363,4,489,1,0,5,9,0.5555555555555556,0,69,1,1,0,1
ishakaushal,Helping startups grow. Ex-Product Manager. Based in India,230,360,143,1729,0,0,0,11,0.0,0,57,0,0,0,0
anandagarwal,Software dev. Open to collaborations.,786,537,107,2926,1,0,0,12,0.0,0,37,0,0,0,0
annareal457,"Best crypto signals, 100% profit #promo",18,307,4,100,0,0,3,11,0.2727272727272727,0,39,0,0,1,1
alexbot933,Buy followers cheap. Get verified now!,5,110,13,783,0,0,3,10,0.3,0,38,0,1,0,1
mswmlmmqxoyy9825,DM for offers. Limited time. Visit my site contact now,109,417,22,348,0,0,4,16,0.25,0,54,0,1,0,1
